date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:42:00	3158/3158	---M--	200	added ('OK')	image/jpeg	etag:%22591b045c-c56%22	http://cdn.mobile-info.click/all/lrdctr/naf/US/4.jpg	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/lrdctr/naf/US/4.jpg	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:01	4051/4051	---M--	200	added ('OK')	image/jpeg	etag:%22591b045c-fd3%22	http://cdn.mobile-info.click/all/lrdctr/naf/US/5.jpg	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/lrdctr/naf/US/5.jpg	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:01	3451/3451	---M--	200	added ('OK')	image/jpeg	etag:%22591b045d-d7b%22	http://cdn.mobile-info.click/all/lrdctr/naf/US/6.jpg	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/lrdctr/naf/US/6.jpg	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:02	2134/2134	---M--	200	added ('OK')	image/jpeg	etag:%22591b045d-856%22	http://cdn.mobile-info.click/all/lrdctr/naf/US/7.jpg	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/lrdctr/naf/US/7.jpg	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:02	1264/1264	---M--	200	added ('OK')	image/jpeg	etag:%22591b045e-4f0%22	http://cdn.mobile-info.click/all/lrdctr/naf/US/8.jpg	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/lrdctr/naf/US/8.jpg	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:03	57254/57254	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20Dec%202016%2018:17:03%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.3.2/jquery.min.js	C:/My%20Web%20Sites/lp1/ajax.googleapis.com/ajax/libs/jquery/1.3.2/jquery.min.js	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:03	10650/10650	---M--	200	added ('OK')	image/jpeg	etag:%22595e58cc-299a%22	http://cdn.mobile-info.click/all/spin_auto_email/img/proof/amazon.jpg	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/spin_auto_email/img/proof/amazon.jpg	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:03	7816/7816	---M--	200	added ('OK')	image/png	etag:%2259144464-1e88%22	http://cdn.mobile-info.click/all/spin_auto_email/img/variations/amazon100.png	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/spin_auto_email/img/variations/amazon100.png	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:03	5139/5139	---M--	200	added ('OK')	image/gif	etag:%2258da7e1d-1413%22	http://cdn.mobile-info.click/all/spin_auto_email/img/loading.gif	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/spin_auto_email/img/loading.gif	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
09:42:06	105763/105763	---M--	200	added ('OK')	image/png	etag:%2259144447-19d23%22	http://cdn.mobile-info.click/all/spin_auto_email/img/prizewheel/prizewheel_amazon100.png	C:/My%20Web%20Sites/lp1/cdn.mobile-info.click/all/spin_auto_email/img/prizewheel/prizewheel_amazon100.png	(from http://award.com-ib.info/lp/12689619/index.html?vsess=eb1ba2df5cbc0d672dfa25dc217a48b9&syn=693&ep2=1&cc=US&model=Desktop&brand=Desktop&city=Charleston&voluumdata=BASE64dmlkLi4wMDAwMDAwNi1kNGQxLTQ1NDEtODAwMC0wMDAwMDAwMDAwMDBfX3ZwaWQuLjJjMjEwODAwLTZjODItMTFlNy04YTQ1LTE0ODYyZDg3Mzk1Zl9fY2FpZC4uZDc2MWRhYTQtZTk5ZS00YzlhLTk2NjgtNTBiNzQ2NjAwODk1X19ydC4uSEpfX2xpZC4uZjgyNTliNWYtMTYyZC00ZjM5LTgxZDEtYWQ4YmVjMmE3ZGJhX19vaWQxLi5hZDZhODUwMi1iN2FmLTQ4ODgtOWZlZS03NzU4NDM2OTRlZDJfX3ZhcjEuLjM3NTY1M19fdmFyMi4uODk0Njc0X192YXIzLi4zMzg2ODY3NTExNDRfX3ZhcjQuLjEzX19yZC4uX19haWQuLl9fYWIuLl9fc2lkLi5fX2NyaS4uX19wdWIuLl9fZGlkLi5fX2RpdC4uX19waWQuLl9faXQuLl9fdnQuLjE1MDA0NzE1MDAxNTI&zone=375653&cid=894674&clid=338686751144&n=13)
